reaction,name
rxn00782_c0,D-glyceraldehyde-3-phosphate:NADP+ oxidoreductase (phosphorylating)
rxn00785_c0,D-Fructose 6-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase
rxn00786_c0,"D-fructose-1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase (glycerone-phosphate-forming)"
rxn00789_c0,1-(5-phospho-D-ribosyl)-ATP:diphosphate phospho-alpha-D-ribosyl-transferase
rxn00790_c0,5-phosphoribosylamine:diphosphate phospho-alpha-D-ribosyltransferase (glutamate-amidating)
rxn00791_c0,N-(5-Phospho-D-ribosyl)anthranilate:pyrophosphate phosphoribosyl-transferase
rxn00797_c0,Uridine ribohydrolase
rxn00798_c0,D-ribose aldose-ketose-isomerase
rxn00799_c0,(S)-malate hydro-lyase (fumarate-forming)
rxn00800_c0,"N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming)"
rxn00802_c0,2-(Nomega-L-arginino)succinate arginine-lyase (fumarate-forming)
rxn00806_c0,L-Leucine:2-oxoglutarate aminotransferase
rxn00827_c0,CTP:N-acetylneuraminate cytidylyltransferase
rxn00830_c0,Isopentenyl-diphosphate delta3-delta2-isomerase
rxn00831_c0,Inosine 5'-monophosphate phosphohydrolase
rxn00832_c0,"IMP 1,2-hydrolase (decyclizing)"
rxn00834_c0,IMP:NAD+ oxidoreductase
rxn00836_c0,IMP:diphosphate phospho-D-ribosyltransferase
rxn00838_c0,IMP:L-aspartate ligase (GDP-forming)
rxn00839_c0,ATP:dADP phosphotransferase
rxn00840_c0,dATP:pyruvate 2-O-phosphotransferase
rxn00851_c0,D-alanine:D-alanine ligase (ADP-forming)
rxn00853_c0,N-Carbamoylputrescine amidohydrolase
rxn00856_c0,putrescine:2-oxoglutarate aminotransferase
rxn00859_c0,L-Histidinol:NAD+ oxidoreductase
rxn00863_c0,L-histidinal:NAD+ oxidoreductase
rxn00873_c0,Butanoate:CoA ligase (AMP-forming)
rxn00878_c0,ATP:myo-inositol 1-phosphotransferase
rxn00879_c0,myo-Inositol:NAD+ 2-oxidoreductase
rxn00880_c0,myo-Inositol:oxygen oxidoreductase
rxn00881_c0,1D-myo-Inositol 1-phosphate phosphohydrolase
rxn00882_c0,1D-myo-Inositol 4-phosphate phosphohydrolase
rxn00888_c0,UDP-galactose:myo-inositol 3-alpha-D-galactosyltransferase
rxn00891_c0,N-Acetyl-D-glucosamine amidohydrolase
rxn00892_c0,ATP:N-acetyl-D-glucosamine 6-phosphotransferase
rxn00898_c0,"2,3-Dihydroxy-3-methylbutanoate hydro-lyase"
rxn00902_c0,"acetyl-CoA:3-methyl-2-oxobutanoate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)"
rxn00903_c0,L-Valine:2-oxoglutarate aminotransferase
rxn00904_c0,L-Valine:pyruvate aminotransferase
rxn00905_c0,2-dehydropantoate formaldehyde-lyase (3-methyl-2-oxobutanoate-forming)
rxn00907_c0,"5,10-methylenetetrahydrofolate:NADP+ oxidoreductase"
rxn00908_c0,glycine synthase
rxn00910_c0,5-methyltetrahydrofolate:NADP+ oxidoreductase
rxn00912_c0,"5,10-Methylenetetrahydrofolate:3-methyl-2-oxobutanoate hydroxymethyltransferase"
rxn00913_c0,Guanosine 5'-monophosphate phosphohydrolase
rxn00915_c0,GMP:diphosphate 5-phospho-alpha-D-ribosyltransferase
rxn00916_c0,Xanthosine-5'-phosphate:ammonia ligase (AMP-forming)
rxn00917_c0,Xanthosine-5'-phosphate:L-glutamine amido-ligase (AMP-forming)
rxn00927_c0,Adenosine ribohydrolase
rxn00929_c0,L-Proline:NAD+ 5-oxidoreductase
rxn00931_c0,L-Proline:NADP+ 5-oxidoreductase
rxn00934_c0,(S)-Malate:CoA ligase (ADP-forming)
rxn00938_c0,Nicotinamide amidohydrolase
rxn00942_c0,N-ribosylnicotinamide ribohydrolase
rxn00943_c0,Palmitoyl-CoA hydrolase
rxn00944_c0,hexadecanal:NAD+ oxidoreductase (CoA-acylating)
rxn00947_c0,Palmitate:CoA ligase (AMP-forming)
rxn00949_c0,L-homocysteine hydrogen-sulfide-lyase (deaminating; 2-oxobutanoate-forming)
rxn00950_c0,Cystathionine L-homocysteine-lyase (deaminating)
rxn00952_c0,O-acetyl-L-homoserine:hydrogen sulfide S-(3-amino-3-carboxypropyl)transferase
rxn00953_c0,L-Serine hydro-lyase (adding homocysteine)
rxn00955_c0,S-(5-deoxy-D-ribos-5-yl)-L-homocysteine homocysteine-lyase
rxn00957_c0,4-hydroxybenzaldehyde:NAD+ oxidoreductase
rxn00958_c0,4-Hydroxybenzaldehyde:NADP+ oxidoreductase
rxn00962_c0,"4-hydroxybenzoate,NADPH:oxygen oxidoreductase (3-hydroxylating)"
rxn00964_c0,4-Hydroxybenzoate:CoA ligase (AMP-forming)
rxn00965_c0,4-Hydroxybenzoyl-CoA hydrolase
rxn00973_c0,citrate hydroxymutase
rxn00974_c0,citrate hydro-lyase (cis-aconitate-forming)
rxn00975_c0,ATP:D-mannose 6-phosphotransferase
rxn00978_c0,dATP:D-mannose 6-phosphotransferase
rxn00979_c0,glycolaldehyde:NAD+ oxidoreductase
rxn00983_c0,1-acylglycerol acylhydrolase
rxn00984_c0,2-acylglycerol acylhydrolase
rxn00986_c0,ATP:propanoate adenylyltransferase
rxn00988_c0,Acetoacetate:CoA ligase (AMP-forming)
rxn00993_c0,4-fumarylacetoacetate fumarylhydrolase
rxn01000_c0,prephenate hydro-lyase (decarboxylating; phenylpyruvate-forming)
rxn01005_c0,UTP:1-phospho-alpha-D-glucuronate uridylyltransferase
rxn01011_c0,D-Glycerate:NAD+ 2-oxidoreductase
rxn01013_c0,D-Glycerate:NADP+ 2-oxidoreductase
rxn01018_c0,carbamoyl-phosphate:L-aspartate carbamoyltransferase
rxn01019_c0,Carbamoyl-phosphate:L-ornithine carbamoyltransferase
rxn01021_c0,Methylthioadenosine methylthioribohydrolase
rxn01022_c0,S-methyl-5'-thioadenosine:phosphate S-methyl-5-thio-alpha-D-ribosyl-transferase
rxn01029_c0,Agmatine iminohydrolase
rxn01032_c0,Benzaldehyde:NAD+ oxidoreductase
rxn01043_c0,xylitol:NADP+ oxidoreductase
rxn01048_c0,D-Xylulose-5-phosphate:formaldehyde glycolaldehydetransferase
rxn01053_c0,(S)-lactaldehyde:NAD+ oxidoreductase
rxn01068_c0,L-threonine:NAD+ oxidoreductase
rxn01069_c0,O-phospho-L-homoserine phosphate-lyase (adding water;L-threonine-forming)
rxn01072_c0,Ethanolamine:oxygen oxidoreductase (deaminating)
rxn01073_c0,sn-Glycero-3-phosphoethanolamine glycerophosphohydrolase
rxn01075_c0,UDP-L-arabinose 4-epimerase
rxn01076_c0,ATP:D-glucuronate 1-phosphotransferase
rxn01080_c0,D-glucuronate aldose-ketose-isomerase
rxn01087_c0,ATP:ceramide 1-phosphotransferase
rxn01090_c0,UDP-galactose:N-acylsphingosine D-galactosyltransferase
rxn01100_c0,ATP:3-phospho-D-glycerate 1-phosphotransferase
rxn01101_c0,3-Phospho-D-glycerate:NAD+ 2-oxidoreductase
rxn01104_c0,"2,3-bisphospho-D-glycerate 2-phosphohydrolase"
rxn01106_c0,"2-Phospho-D-glycerate 2,3-phosphomutase"
rxn01107_c0,"D-Glucono-1,5-lactone lactonohydrolase"
rxn01116_c0,D-Ribulose-5-phosphate 3-epimerase
rxn01117_c0,D-arabinose-5-phosphate aldose-ketose-isomerase
rxn01121_c0,D-gluconate hydro-lyase (2-dehydro-3-deoxy-D-gluconate-forming)
rxn01122_c0,D-altronate hydro-lyase (2-dehydro-3-deoxy-D-gluconate-forming)
rxn01124_c0,2-Dehydro-3-deoxy-D-gluconate:NAD+ 5-oxidoreductase
rxn01127_c0,ATP:dAMP phosphotransferase
rxn01137_c0,Adenosine aminohydrolase
rxn01138_c0,Adenosine:phosphate alpha-D-ribosyltransferase
rxn01141_c0,"N,N-Dimethylglycine:oxygen oxidoreductase (demethylating)"
rxn01143_c0,ATP:thymidine 5'-phosphotransferase
rxn01145_c0,Thymidylate 5'-phosphohydrolase
rxn01149_c0,D-Arabinose:NAD+ 1-oxidoreductase
rxn01151_c0,3-deoxy-D-manno-octulosonate D-arabinose-lyase (pyruvate-forming)
rxn01152_c0,D-arabinose aldose-ketose-isomerase
rxn01153_c0,D-Glutamine amidohydrolase
rxn01169_c0,ATP:beta-D-glucose 6-phosphotransferase
rxn01171_c0,D-glucose 1-epimerase
rxn01188_c0,3-dehydroshikimate hydro-lyase
rxn01200_c0,Sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase
rxn01204_c0,4-aminobutanoate:2-oxoglutarate aminotransferase
rxn01207_c0,4-methyl-2-oxopentanoate:NAD+ oxidoreductase (CoA-mehtylpropanoylating)
rxn01210_c0,10-Formyltetrahydrofolate:L-glutamate ligase (ADP-forming)
rxn01211_c0,"5,10-Methenyltetrahydrofolate 5-hydrolase (decyclizing)"
rxn01213_c0,GPPSYN-RXN
rxn01218_c0,2'-Deoxycytidine 5'-monophosphate phosphohydrolase
rxn01219_c0,ATP:dCMP phosphotransferase
rxn01226_c0,Guanosine ribohydrolase
rxn01231_c0,3-Sulfo-L-alanine carboxy-lyase (taurine-forming)
rxn01233_c0,taurine:2-oxoglutarate aminotransferase
rxn01241_c0,Dihydrolipoamide:NAD+ oxidoreductase
rxn01251_c0,Pyridoxamine:oxygen oxidoreductase (deaminating)
rxn01252_c0,Pyridoxine:oxygen oxidoreductase (deaminating)
rxn01255_c0,5-O-(1-Carboxyvinyl)-3-phosphoshikimate phosphate-lyase (chorismate-forming)
rxn01256_c0,Chorismate pyruvatemutase
rxn01257_c0,chorismate:L-glutamine aminotransferase
rxn01262_c0,S-Adenosyl-L-methionine:nicotinate N-methyltransferase
rxn01265_c0,Nicotinate D-ribonucleotide:diphosphate phosphoribosyltransferase
rxn01267_c0,rxn01267
rxn01268_c0,Prephenate:NAD+ oxidoreductase(decarboxylating)
rxn01270_c0,L-arogenate:2-oxoglutarate aminotransferase
rxn01273_c0,(R)-Lactaldehyde:NAD+ 2-oxidoreductase
rxn01278_c0,D-Gluconate:NADP+ 5-oxidoreductase
rxn01279_c0,D-Gluconate:(acceptor) 2-oxidoreductase
rxn01286_c0,D-Glyceraldehyde:NAD+ oxidoreductase
rxn01290_c0,L-Arabitol:NAD+ 1-oxidoreductase
rxn01291_c0,L-Arabitol:NADP+ 1-oxidoreductase
rxn01299_c0,Inosine ribohydrolase
rxn01300_c0,ATP:L-homoserine O-phosphotransferase
rxn01301_c0,L-Homoserine:NAD+ oxidoreductase
rxn01302_c0,L-homoserine:NADP+ oxidoreductase
rxn01303_c0,Acetyl-CoA:L-homoserine O-acetyltransferase
rxn01304_c0,Succinyl-CoA:L-homoserine O-succinyltransferase
rxn01306_c0,2-dehydro-3-deoxy-D-pentonate glycolaldehyde-lyase (pyruvate-forming)
rxn01310_c0,D-Glucitol:NADP+ 1-oxidoreductase
rxn01316_c0,"phosphoenolpyruvate:N-acetyl-D-mannosamine C-(1-carboxyvinyl)transferase (phosphate-hydrolysing, 2-carboxy-2-oxoethyl-forming)"
rxn01317_c0,N-Acetylneuraminate 9-phosphate phosphohydrolase
rxn01322_c0,N-Acetylneuraminate pyruvate-lyase (N-acetyl-D-mannosamine-forming)
rxn01328_c0,D-mannitol-1-phosphate:NADP+ 6-oxidoreductase
rxn01329_c0,"D-mannose 6-phosphate 1,6-phosphomutase"
rxn01331_c0,D-erythrose 4-phosphate:NAD+ oxidoreductase
rxn01332_c0,"Phosphoenolpyruvate:D-erythrose-4-phosphate C-(1-carboxyvinyl)transferase (phosphate hydrolysing, 2-carboxy-2-oxoethyl-forming)"
rxn01333_c0,sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase
rxn01334_c0,"Sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase"
rxn01338_c0,Testosterone:NADP+ 17-oxidoreductase
rxn01340_c0,rxn01340
rxn01343_c0,ATP:Sedoheptulose 7-phosphate 1-phosphotransferase
rxn01346_c0,CTP:Sedoheptulose 7-phosphate 1-phosphotransferase
rxn01347_c0,UTP:Sedoheptulose 7-phosphate 1-phosphotransferase
rxn01348_c0,ITP:Sedoheptulose 7-phosphate 1-phosphotransferase
rxn01351_c0,2'-Deoxyguanosine 5'-triphosphate diphosphohydrolase
rxn01353_c0,ATP:dGDP phosphotransferase
rxn01354_c0,dGTP:pyruvate 2-O-phosphotransferase
rxn01358_c0,inosine:phosphate alpha-D-ribosyltransferase
rxn01362_c0,Orotidine-5'-phosphate:diphosphate phospho-alpha-D-ribosyl-transferase
rxn01380_c0,CTP:choline-phosphate cytidylyltransferase
rxn01381_c0,CDP-choline:N-acylsphingosine cholinephosphotransferase
rxn01383_c0,Ribitol:NAD+ 2-oxidoreductase
rxn01387_c0,Isocitrate:NADP+ oxidoreductase
rxn01388_c0,isocitrate hydro-lyase (cis-aconitate-forming)
rxn01391_c0,L-arabinitol:NAD+ 4-oxidoreductase (L-xylulose-forming)
rxn01392_c0,Xylitol:NADP+ 4-oxidoreductase (L-xylulose-forming)
rxn01395_c0,oxalyl-CoA carboxy-lyase (formyl-CoA-forming)
rxn01396_c0,ATP:pyridoxine 5'-phosphotransferase
rxn01403_c0,gamma-L-glutamyl-L-cysteinyl-glycine:spermidine ligase (ADP-forming)
rxn01418_c0,2-oxoadipate dehydrogenase complex
rxn01419_c0,"(1R,2S)-1-hydroxybutane-1,2,4-tricarboxylate:NAD+ oxidoreductase (decarboxylating)"
rxn01423_c0,L-2-aminoadipate:2-oxoglutarate aminotransferase
rxn01425_c0,Caffeic aldehyde:NADP+ oxidoreductase (CoA-caffeoylating)
rxn01434_c0,L-Citrulline:L-aspartate ligase (AMP-forming)
rxn01445_c0,2'-Deoxyguanosine 5'-monophosphate phosphohydrolase
rxn01446_c0,Deoxyguanosine:orthophosphate ribosyltransferase
rxn01453_c0,(R)-3-Hydroxybutanoyl-CoA:NADP+ oxidoreductase
rxn01459_c0,4-Aminobutyraldehyde:NAD+ oxidoreductase
rxn01465_c0,(S)-dihydroorotate amidohydrolase
rxn01466_c0,Geranyl-diphosphate:isopentenyl-diphosphate geranyltrans-transferase
rxn01474_c0,6-Phospho-2-dehydro-D-gluconate:NAD+ 2-oxidoreductase
rxn01475_c0,6-phospho-D-gluconate:NADP+ 2-oxidoreductase
rxn01477_c0,6-Phospho-D-gluconate hydro-lyase(2-dehydro-3-deoxy-6-phospho-D-gluconate-forming)
rxn01479_c0,CTP:ethanolamine-phosphate cytidylyltransferase
rxn01485_c0,"D-Glucosamine 1-phosphate 1,6-phosphomutase"
rxn01498_c0,"3,4-Dihydroxy-L-phenylalanine ammonia-lyase"
rxn01499_c0,"3,4-Dihydroxy-L-phenylalanine carboxy-lyase"
rxn01505_c0,"N-Acetyl-D-glucosamine 1-phosphate 1,6-phosphomutase"
rxn01507_c0,2'-Deoxyadenosine 5'-monophosphate phosphohydrolase
rxn01509_c0,ATP:dGMP phosphotransferase
rxn01512_c0,ATP:dTDP phosphotransferase
rxn01513_c0,ATP:dTMP phosphotransferase
rxn01517_c0,ATP:dUMP phosphotransferase
rxn01518_c0,ATP:deoxyuridine 5'-phosphotransferase
rxn01519_c0,dUTP nucleotidohydrolase
rxn01520_c0,"5,10-Methylenetetrahydrofolate:dUMP C-methyltransferase"
rxn01521_c0,2'-Deoxyuridine 5'-monophosphate phosphohydrolase
rxn01525_c0,UDPglucose:sterol 3-O-beta-D-glucosyltransferase
rxn01529_c0,retinal:NAD+ oxidoreductase
rxn01537_c0,Thiamin hydrolase
rxn01539_c0,thiamin monophosphate phosphohydrolase
rxn01544_c0,XMP:pyrophosphate phosphoribosyltransferase
rxn01545_c0,Xanthosine ribohydrolase
rxn01548_c0,guanosine:phosphate alpha-D-ribosyltransferase
rxn01564_c0,Tryptamine:oxygen oxidoreductase(deaminating)
rxn01575_c0,L-Isoleucine:2-oxoglutarate aminotransferase
rxn01583_c0,"5alpha-pregnane-3,20-dione:NADP+ 5-oxidoreductase"
rxn01601_c0,dihydrofolate:NAD+ oxidoreductase
rxn01602_c0,dihydrofolate:NADP+ oxidoreductase
rxn01603_c0,"7,8-dihydropteroate:L-glutamate ligase (ADP-forming)"
rxn01605_c0,cis-Aconitate carboxy-lyase
rxn01617_c0,"Propane-1,2-diol:NADP+ oxidoreductase"
rxn01618_c0,(S)-Lactaldehyde:NADP+ oxidoreductase
rxn01629_c0,"(S)-4-Amino-5-oxopentanoate 4,5-aminomutase"
rxn01634_c0,5-Dehydro-4-deoxy-D-glucarate hydro-lyase (decarboxylating)
rxn01643_c0,L-Aspartate-4-semialdehyde:NADP+ oxidoreductase (phosphorylating)
rxn01644_c0,L-Aspartate-4-semialdehyde hydro-lyase (adding pyruvate and cyclizing)
rxn01646_c0,N-Ribosylnicotinamide:orthophosphate ribosyltransferase
rxn01647_c0,Nicotinate D-ribonucleoside:orthophosphate ribosyltransferase
rxn01649_c0,Xanthosine:orthophosphate ribosyltransferase
rxn01662_c0,"N6-(L-1,3-Dicarboxypropyl)-L-lysine:NAD+ oxidoreductase"
rxn01663_c0,"N6-(L-1,3-Dicarboxypropyl)-L-lysine:NADP+ oxidoreductase"
rxn01666_c0,NTP phosphohydrolase
rxn01667_c0,NTP:pyruvate O2-phosphotransferase
rxn01670_c0,Nicotinamide ribonucleotide phosphohydrolase
rxn01672_c0,dCTP aminohydrolase
rxn01673_c0,ATP:dCDP phosphotransferase
rxn01675_c0,dTTP:alpha-D-glucose-1-phosphate thymidylyltransferase
rxn01676_c0,dTTP:alpha-D-galactose-1-phosphate thymidylyltransferase
rxn01677_c0,dUTP nucleotidohydrolase
rxn01678_c0,ATP:dUDP phosphotransferase
rxn01682_c0,"(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate D-glyceraldehyde-3-phosphate-lyase"
rxn01683_c0,N-D-ribosylpurine ribohydrolase
rxn01684_c0,purine-nucleoside:phosphate ribosyltransferase
rxn01685_c0,Acetoin:NAD+ oxidoreductase
rxn01691_c0,"omega-3 fatty acid desaturase, chloroplast (FAD7) (FADD)"
rxn01694_c0,R02354
rxn01695_c0,R02355
rxn01715_c0,Tyramine:oxygen oxidoreductase(deaminating)(flavin-containing)
rxn01729_c0,glutarate-semialdehyde:NAD+ oxidoreductase
rxn01731_c0,Itaconate:CoA ligase (ADP-forming)
rxn01732_c0,Itaconate:CoA ligase (GDP-forming)
rxn01733_c0,Itaconate:CoA ligase (IDP-forming)
rxn01735_c0,L-Cystine L-Cysteine-lyase (deaminating)
rxn01739_c0,ATP:shikimate 3-phosphotransferase
rxn01740_c0,Shikimate:NADP+ 3-oxidoreductase
rxn01741_c0,Shikimate:NADP+ 5-oxidoreductase
rxn01753_c0,D-Xylonate hydro-lyase
rxn01757_c0,L-cysteate:2-oxoglutarate aminotransferase
rxn01767_c0,"flavanone,2-oxoglutarate:oxygen oxidoreductase (3-hydroxylating)"
rxn01782_c0,hexadecanal:NADP+ delta2-oxidoreductase
rxn01790_c0,(R)-Pantoate:NADP+ 2-oxidoreductase
rxn01791_c0,(R)-Pantoate:beta-alanine ligase (AMP-forming)
rxn01799_c0,deoxyuridine:orthophosphate 2-deoxy-D-ribosyltransferase
rxn01803_c0,Gentisate carboxy-lyase
rxn01811_c0,rxn01811
rxn01816_c0,R02508
rxn01828_c0,L-Arabinonate hydro-lyase
rxn01831_c0,(R)-Lactaldehyde:NAD+ oxidoreductase
rxn01833_c0,aminoacetone:oxygen oxidoreductase(deaminating)
rxn01835_c0,Lactaldehyde:NAD+ 1-oxidoreductase
rxn01836_c0,"4-[(1R)-2-Amino-1-hydroxyethyl]-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing)"
rxn01840_c0,Phenylacetaldehyde:NAD+ oxidoreductase
rxn01841_c0,Aldehyde:NADP+ oxidoreductase
rxn01845_c0,Sphingomyelin ceramide-phosphohydrolase
rxn01851_c0,4-aminobutanal:NAD+ 1-oxidoreductase
rxn01858_c0,Deoxyadenosine aminohydrolase
rxn01859_c0,Deoxyadenosine:orthophosphate ribosyltransferase
rxn01867_c0,p-cumic alcohol:NAD+ oxidoreductase
rxn01868_c0,p-Cumic alcohol:NADP+ oxidoreductase
rxn01870_c0,D-Fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase
rxn01879_c0,"Propane-1,2-diol:NAD+ 1-oxidoreductase"
rxn01886_c0,sn-Glycero-3-phosphocholine cholinephosphohydrolase
rxn01887_c0,coniferyl alcohol:NADP+ oxidoreductase
rxn01888_c0,UDPglucose:coniferyl-alcohol 4'-beta-D-glucosyltransferase
rxn01890_c0,N-Acylneuraminate-9-phosphate phosphohydrolase
rxn01892_c0,CTP:N-acylneuraminate cytidylyltransferase
rxn01893_c0,R02601
rxn01896_c0,2-hydroxymuconate-semialdehyde formylhydrolase
rxn01901_c0,5alpha-cholestan-3-one:NADP+ delta4-oxidoreductase
rxn01903_c0,Phenethylamine:oxygen oxidoreductase (deaminating)
rxn01906_c0,3-sulfino-L-alanine:2-oxoglutarate aminotransferase
rxn01917_c0,ATP:N-acetyl-L-glutamate 5-phosphotransferase
rxn01918_c0,Gentisate aldehyde:NAD+ oxidoreductase
rxn01932_c0,Hydorogen-peroxide:hydrogen-peroxide oxidoreductase
rxn01937_c0,Indole-3-acetaldehyde:NAD+ oxidoreductase
rxn01939_c0,indole-3-ethanol:NADP+ oxidoreductase
rxn01942_c0,"(5Z,13E)-(15S)-9alpha,11alpha,15-trihydroxyprosta-5,13-dienoate:NADP+ 11-oxidoreductase"
rxn01943_c0,4-Hydroxyphenylacetaldehyde:NAD+ oxidoreductase
rxn01944_c0,4-Hydroxyphenylacetaldehyde:NADP+ oxidoreductase
rxn01947_c0,5-Hydroxy-L-tryptophan:2-oxoglutarate aminotransferase
rxn01953_c0,N-acetyl-D-mannosamine N-acetylmannosaminohydrolase
rxn01959_c0,"D-Arabinono-1,4-lactone lactonohydrolase"
rxn01961_c0,Xanthosine 5'-phosphate phosphohydrolase
rxn01962_c0,XTP pyrophosphohydrolase
rxn01964_c0,L-serine hydro-lyase [adding 1-C-(indol-3-yl)glycerol 3-phosphate; L-tryptophan and glyceraldehyde-3-phosphate-forming]
rxn01973_c0,"N-Succinyl-LL-2,6-diaminoheptanedioate amidohydrolase"
rxn01974_c0,"LL-2,6-Diaminoheptanedioate 2-epimerase"
rxn01977_c0,alpha-D-Glucose 6-phosphate ketol-isomerase
rxn01983_c0,1-Acyl-sn-glycero-3-phosphocholine acylhydrolase
rxn01985_c0,Deoxyinosine:orthophosphate ribosyltransferase
rxn01986_c0,"2-deoxy-D-ribose 1-phosphate 1,5-phosphomutase"
rxn01993_c0,2-Hydroxymuconate semialdehyde:NAD+ 6-oxidoreductase
rxn01997_c0,"dTDPglucose 4,6-hydro-lyase"
rxn02008_c0,UDP-N-acetylmuramoyl-L-alanine:D-glutamate ligase(ADP-forming)
rxn02009_c0,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:L-lysine gamma-ligase (ADP-forming)
rxn02011_c0,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:(L)-meso-2,6-diaminoheptanedioate gamma-ligase (ADP-forming)"
rxn02021_c0,Hg:NADP+ oxidoreductase
rxn02028_c0,Trimethylaminoacetate:L-homosysteine S-methyltransferase
rxn02041_c0,Cysteine hydrogen-sulfide-lyase (adding HCN)
rxn02046_c0,D-O-Phosphoserine phosphohydrolase
rxn02056_c0,S-Adenosyl-L-methionine:uroporphyrin-III C-methyltransferase
rxn02069_c0,"4,5alpha-dihydrocortisone:NADP+ delta4-oxidoreductase"
rxn02081_c0,5-Hydroxytryptamine:oxygen oxidoreductase(deaminating)(flavin-containing)
rxn02087_c0,"4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing)"
rxn02100_c0,"L-Gulono-1,4-lactone lactonohydrolase"
rxn02106_c0,2-Propyn-1-al:NAD+ oxidoreductase
rxn02107_c0,salicylaldehyde:NAD+ oxidoreductase
rxn02122_c0,D-Glucuronolactone:NAD+ oxidoreductase
rxn02128_c0,ATP:pantothenate 4'-phosphotransferase
rxn02138_c0,dTDPglucose 4-epimerase
rxn02141_c0,3-oxoadipate:NAD+ oxidoreductase
rxn02142_c0,3-oxoadipate:NADP+ oxidoreductase
rxn02154_c0,Deamino-NAD+ nucleotidohydrolase
rxn02155_c0,ATP:nicotinamide-nucleotide adenylyltransferase
rxn02157_c0,"(Gibberellin-1),2-oxoglutarate:oxygen oxidoreductase (2beta-hydroxylating)"
rxn02159_c0,L-Histidinol:NAD+ oxidoreductase
rxn02160_c0,L-Histidinol-phosphate phosphohydrolase
rxn02166_c0,4-Nitrophenyl phosphate phosphohydrolase
rxn02172_c0,D-Arabinonate hydro-lyase
rxn02173_c0,D-Galactonate hydro-lyase
rxn02175_c0,ATP:pantetheine-4'-phosphate adenylyltransferase
rxn02176_c0,Dephospho-CoA nucleotidohydrolase
rxn02185_c0,2-Acetolactate pyruvate-lyase (carboxylating)
rxn02186_c0,"2,3-Dihydroxy-3-methylbutanoate:NADP+ oxidoreductase (isomerizing)"
rxn02189_c0,cinnamyl-alcohol:NADP+ oxidoreductase
rxn02200_c0,"2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine:4-aminobenzoate 2-amino-4-hydroxydihydropteridine-6-methenyltransferase"
rxn02201_c0,"2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine-diphosphate:4-aminobenzoate 2-amino-4-hydroxydihydropteridine-6-methenyltransferase"
rxn02208_c0,UTP:aldose-1-phosphate nucleotidyltransferase
rxn02209_c0,"(R)-Propane-1,2-diol:NAD+ oxidoreductase"
rxn02212_c0,2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate phosphate-lyase (cyclyzing)
rxn02213_c0,3-Dehydroquinate hydro-lyase
rxn02224_c0,L-2-aminoadipate-6-semialdehyde:NAD(P)+ 6-oxidoreductase
rxn02226_c0,L-2-Aminoadipate-6-semialdehyde:NAD+ 6-oxidoreductase
rxn02227_c0,L-2-Aminoadipate-6-semialdehyde:NADP+ 6-oxidoreductase
rxn02228_c0,3-Mercaptolactate:NAD+ oxidoreductase
rxn02246_c0,O3-Acetyl-L-serine acetate-lyase (adding hydrogen sulfide)
rxn02263_c0,L-fucose aldose-ketose-isomerase
rxn02264_c0,Hydroxymethylbilane hydro-lyase(cyclizing)
rxn02269_c0,(S)-3-methyl-2-oxopentanoate:NAD+ 2-oxidoreductase (CoA-methylbutanoylating)
rxn02273_c0,4-Guanidinobutanal:NAD+ 1-oxidoreductase
rxn02277_c0,"7,8-Diaminononanoate:carbon-dioxide cyclo-ligase"
rxn02278_c0,"L-Gulono-1,4-lactone:NADP+ 1-oxidoreductase"
rxn02279_c0,"L-gulono-1,4-lactone:oxygen 2-oxidoreductase"
rxn02284_c0,UDP-N-acetylmuramate:NADP+ oxidoreductase
rxn02285_c0,UDP-N-acetylmuramate:NADP+ oxidoreductase
rxn02286_c0,UDP-N-acetylmuramate:L-alanine ligase (ADP-forming)
rxn02287_c0,S-adenosyl-L-methionine:uroporphyrin-III C-methyltransferase
rxn02288_c0,Uroporphyrinogen-III carboxy-lyase
rxn02297_c0,6-Carboxyhexanoyl-CoA:L-alanine C-carboxyhexanoyltransferase (decarboxylating)
rxn02302_c0,O-Acetyl-L-homoserine succinate-lyase (adding cysteine)
rxn02303_c0,Coproporphyrinogen:oxygen oxidoreductase(decarboxylating)
rxn02304_c0,protoporphyrinogen-IX:oxygen oxidoreductase
